Assembly_accession	Superkingdom	Species_taxid	Genome_size	Genome_sizeM
GCF_008761635.1	Bacteria	2558918	4048594	3.861040115
GCF_001043175.1	Bacteria	330734	4048652	3.861095428
GCF_000186225.1	Bacteria	290053	4048955	3.861384392
GCF_000236705.1	Bacteria	253245	4050124	3.862499237
GCF_001047675.1	Bacteria	263819	4050374	3.862737656
GCF_000321415.2	Bacteria	186931	4052453	3.864720345
GCF_013374115.1	Bacteria	1517554	4053569	3.865784645
GCF_003314795.2	Bacteria	13689	4055659	3.867777824
GCF_002949085.1	Bacteria	2083786	4056050	3.868150711
GCF_002993285.1	Bacteria	1004901	4056639	3.868712425
GCF_001951155.1	Bacteria	1486245	4058022	3.870031357
GCF_003716875.1	Bacteria	2479546	4059636	3.871570587
GCF_000012925.1	Bacteria	28232	4061455	3.873305321
GCF_012225885.1	Bacteria	227866	4062607	3.874403954
GCF_008329965.1	Bacteria	2518645	4062707	3.874499321
GCF_000025685.1	Archaea	2246	4063388	3.875148773
GCF_007559025.1	Bacteria	2597660	4063549	3.875302315
GCF_000166055.1	Bacteria	1069	4064716	3.876415253
GCF_004752005.1	Bacteria	2552945	4064922	3.87661171
GCF_003515985.1	Bacteria	1082704	4065839	3.877486229
GCF_003096215.1	Bacteria	35841	4066455	3.878073692
GCF_003970695.1	Bacteria	2496865	4066515	3.878130913
GCF_009676825.1	Bacteria	2666127	4067180	3.878765106
GCF_000006905.1	Bacteria	155892	4067228	3.878810883
GCF_004564375.1	Bacteria	2518370	4068038	3.879583359
GCF_002257545.1	Bacteria	2025808	4068092	3.879634857
GCF_003233695.1	Bacteria	1605891	4068347	3.879878044
GCF_001454985.1	Bacteria	1652545	4069082	3.880578995
GCF_009834025.1	Bacteria	1891644	4069129	3.880623817
GCF_005577315.1	Bacteria	86664	4069548	3.881023407
GCF_004114795.1	Bacteria	2497863	4070397	3.881833076
GCF_003812245.1	Bacteria	2420300	4072027	3.883387566
GCF_002892005.1	Bacteria	221822	4072116	3.883472443
GCF_004421105.1	Bacteria	1814290	4073001	3.884316444
GCF_000341395.1	Bacteria	65555	4073947	3.88521862
GCF_000184685.1	Bacteria	53358	4074750	3.885984421
GCF_002763675.1	Bacteria	2049935	4075191	3.886404991
GCF_009884975.1	Bacteria	70348	4075236	3.886447906
GCF_005484945.1	Bacteria	55213	4078524	3.889583588
GCF_010728155.1	Bacteria	126673	4079824	3.890823364
GCF_003612795.1	Bacteria	272774	4079942	3.890935898
GCF_011046555.1	Bacteria	797291	4080650	3.891611099
GCF_012648005.1	Bacteria	72360	4081590	3.892507553
GCF_000959025.1	Bacteria	1963032	4082200	3.893089294
GCF_014169935.1	Bacteria	2675741	4082341	3.893223763
GCF_013154915.1	Bacteria	2735554	4083073	3.893921852
GCF_009363775.1	Bacteria	2587843	4083626	3.894449234
GCF_002056295.1	Bacteria	1931241	4085658	3.8963871
GCF_013373365.1	Bacteria	2518176	4086085	3.896794319
GCF_003953885.1	Bacteria	2382161	4086270	3.896970749
GCF_013395055.1	Bacteria	2748080	4086409	3.89710331
GCF_003967095.1	Bacteria	335406	4087196	3.897853851
GCF_000184065.1	Bacteria	234831	4088292	3.898899078
GCF_003352165.1	Bacteria	1969806	4088372	3.898975372
GCF_900005615.1	Bacteria	34004	4088943	3.89951992
GCF_003443595.1	Bacteria	681157	4089070	3.899641037
GCF_003932995.1	Bacteria	273384	4089203	3.899767876
GCF_900638655.1	Bacteria	82985	4089266	3.899827957
GCF_009363675.1	Bacteria	2587849	4090359	3.900870323
GCF_004010775.1	Bacteria	2500532	4091183	3.901656151
GCF_006965545.2	Bacteria	2592382	4091208	3.901679993
GCF_002843505.1	Bacteria	563169	4092230	3.902654648
GCF_003710085.1	Bacteria	2483798	4092303	3.902724266
GCF_001548095.1	Bacteria	1615909	4093054	3.903440475
GCF_009720485.1	Bacteria	2654191	4093932	3.904277802
GCF_000306945.1	Bacteria	520	4094451	3.904772758
GCF_000247605.1	Bacteria	33952	4095398	3.905675888
GCF_001294625.1	Bacteria	656366	4097099	3.907298088
GCF_000210435.1	Bacteria	1496	4098390	3.908529282
GCF_014926585.1	Bacteria	2657486	4099434	3.909524918
GCF_002291465.1	Bacteria	64667	4101239	3.9112463
GCF_001999205.1	Bacteria	1941347	4102747	3.912684441
GCF_000968135.1	Bacteria	1288970	4103161	3.913079262
GCF_002549795.1	Bacteria	475662	4103773	3.91366291
GCF_006351965.1	Bacteria	2587163	4104344	3.914207458
GCF_011784865.1	Bacteria	2719912	4104500	3.914356232
GCF_006517835.1	Bacteria	2590777	4105459	3.915270805
GCF_002951895.1	Bacteria	1464	4105550	3.91535759
GCF_001642935.1	Bacteria	255247	4106236	3.91601181
GCF_001955735.1	Bacteria	81479	4106364	3.916133881
GCF_014489415.1	Bacteria	747548	4108103	3.91779232
GCF_002157165.1	Bacteria	553814	4108871	3.918524742
GCF_005844005.1	Bacteria	316	4110194	3.919786453
GCF_000166395.1	Bacteria	316068	4110465	3.920044899
GCF_000214375.1	Bacteria	88058	4110671	3.920241356
GCF_001677435.1	Bacteria	1548547	4110698	3.920267105
GCF_014217545.1	Bacteria	2596911	4111567	3.921095848
GCF_002776575.1	Bacteria	2077182	4111663	3.921187401
GCF_002214645.1	Bacteria	1546149	4112140	3.921642303
GCF_001678945.1	Bacteria	60890	4112569	3.92205143
GCF_000196875.2	Bacteria	2746	4112656	3.922134399
GCF_000764535.1	Bacteria	1549858	4112911	3.922377586
GCF_000283275.1	Bacteria	490759	4114719	3.92410183
GCF_000833025.1	Bacteria	480520	4115402	3.924753189
GCF_001865835.1	Bacteria	1458492	4115884	3.92521286
GCF_000970185.1	Archaea	2209	4117442	3.926698685
GCF_001007935.1	Bacteria	44574	4118751	3.927947044
GCF_000026185.1	Bacteria	338565	4119138	3.928316116
GCF_000022065.1	Bacteria	1521	4119653	3.928807259
GCF_013372285.1	Bacteria	178399	4119677	3.928830147
GCF_000978495.1	Bacteria	1628753	4120184	3.92931366
GCF_000827045.1	Bacteria	1570330	4120563	3.929675102
GCF_000215705.1	Bacteria	94132	4121134	3.93021965
GCF_002216775.1	Bacteria	2017483	4122188	3.931224823
GCF_011383005.1	Bacteria	2714941	4122212	3.931247711
GCF_003367375.1	Bacteria	2291597	4122944	3.931945801
GCF_001581975.1	Bacteria	1809055	4124014	3.932966232
GCF_000027265.1	Bacteria	79967	4124102	3.933050156
GCF_000696485.1	Bacteria	213554	4125041	3.933945656
GCF_002891905.1	Bacteria	1580596	4126459	3.935297966
GCF_013201035.1	Bacteria	904039	4128334	3.937086105
GCF_001456155.1	Bacteria	1721091	4128885	3.93761158
GCF_012272695.1	Bacteria	2592334	4129454	3.938154221
GCF_015224645.1	Bacteria	2781976	4129990	3.93866539
GCF_003963515.1	Bacteria	2496837	4130977	3.939606667
GCF_003856975.1	Bacteria	2480625	4133184	3.941711426
GCF_012516435.1	Bacteria	2725288	4133445	3.941960335
GCF_014171575.1	Bacteria	2709304	4133459	3.941973686
GCF_005952805.1	Bacteria	392593	4135548	3.943965912
GCF_900169565.1	Bacteria	1325564	4136005	3.944401741
GCF_902825285.1	Bacteria	2714110	4136093	3.944485664
GCF_001932675.1	Bacteria	1729720	4137689	3.946007729
GCF_009363695.1	Bacteria	2587848	4138995	3.947253227
GCF_004006235.1	Bacteria	2498704	4139487	3.947722435
GCF_002243625.1	Bacteria	33936	4140646	3.948827744
GCF_014844015.1	Bacteria	2775920	4141326	3.949476242
GCF_012317045.1	Bacteria	2724914	4142368	3.950469971
GCF_009884295.1	Bacteria	134534	4142414	3.95051384
GCF_013368775.1	Bacteria	459472	4142923	3.95099926
GCF_007197575.1	Bacteria	2594265	4144142	3.952161789
GCF_000180175.2	Bacteria	891974	4144215	3.952231407
GCF_000017425.1	Bacteria	580165	4145479	3.953436852
GCF_001887265.1	Bacteria	444444	4146518	3.954427719
GCF_008807035.1	Bacteria	2303505	4147292	3.955165863
GCF_008330225.1	Bacteria	2597769	4150371	3.958102226
GCF_003600625.1	Bacteria	2341117	4150980	3.958683014
GCF_001468205.2	Bacteria	1761891	4151367	3.959052086
GCF_001719185.1	Bacteria	79881	4151425	3.959107399
GCF_014250375.1	Bacteria	2762329	4153192	3.960792542
GCF_003352005.1	Bacteria	2052660	4154973	3.962491035
GCF_001719225.1	Bacteria	1837130	4160790	3.968038559
GCF_001661675.2	Bacteria	450378	4160800	3.968048096
GCF_009755585.1	Bacteria	453783	4161247	3.968474388
GCF_900635835.1	Bacteria	28087	4161533	3.968747139
GCF_000013625.1	Bacteria	375286	4161692	3.968898773
GCF_009914335.1	Bacteria	1987580	4165979	3.972987175
GCF_014250455.1	Bacteria	52133	4166930	3.973894119
GCF_002893765.1	Bacteria	2069432	4168060	3.974971771
GCF_001983995.1	Bacteria	930805	4168174	3.97508049
GCF_002355375.1	Bacteria	1500254	4168288	3.975189209
GCF_008808095.1	Bacteria	151081	4169362	3.976213455
GCF_009796845.1	Bacteria	2686360	4170485	3.977284431
GCF_000818095.1	Bacteria	1508404	4171169	3.977936745
GCF_000259365.1	Bacteria	1127744	4171958	3.978689194
GCF_001854125.1	Bacteria	1874317	4172593	3.979294777
GCF_002151445.1	Bacteria	1030157	4174615	3.981223106
GCF_000092865.1	Bacteria	1711	4174782	3.98138237
GCF_003431825.1	Bacteria	1550728	4174900	3.981494904
GCF_005222225.1	Bacteria	914153	4175154	3.981737137
GCF_006874645.1	Bacteria	2231053	4175172	3.981754303
GCF_002216685.1	Bacteria	2014742	4175544	3.98210907
GCF_001975665.1	Bacteria	996801	4176651	3.983164787
GCF_900683745.1	Bacteria	454155	4177012	3.983509064
GCF_000022565.1	Bacteria	33075	4179015	3.985419273
GCF_002310835.1	Bacteria	43659	4180183	3.986533165
GCF_001971685.1	Bacteria	1883416	4181205	3.98750782
GCF_006494715.1	Bacteria	2590015	4181462	3.987752914
GCF_006974145.1	Bacteria	2049305	4182675	3.988909721
GCF_013394125.1	Bacteria	2589992	4183110	3.98932457
GCF_000517625.1	Archaea	353800	4183168	3.989379883
GCF_001455325.1	Bacteria	152297	4183382	3.989583969
GCF_013394165.1	Bacteria	2589991	4183867	3.990046501
GCF_000191905.1	Bacteria	1488	4184025	3.990197182
GCF_012295575.1	Bacteria	2724191	4184859	3.990992546
GCF_001553895.1	Bacteria	1774743	4185769	3.99186039
GCF_000226565.1	Bacteria	300231	4185971	3.992053032
GCF_000969965.1	Archaea	1434103	4189112	3.995048523
GCF_000327045.1	Bacteria	80679	4189378	3.9953022
GCF_003429505.1	Bacteria	1137606	4190110	3.99600029
GCF_002549835.1	Bacteria	104102	4191576	3.997398376
GCF_000970265.1	Archaea	170861	4191620	3.997440338
GCF_002218025.2	Bacteria	673372	4192883	3.998644829
GCF_003177035.1	Bacteria	2183911	4193545	3.999276161
GCF_000973705.1	Bacteria	1509	4193833	3.999550819
GCF_001186215.1	Bacteria	1650654	4193873	3.999588966
GCF_005491425.1	Bacteria	2070463	4194044	3.999752045
GCF_002097535.1	Bacteria	402384	4194561	4.000245094
GCF_001577755.1	Bacteria	1379909	4195588	4.001224518
GCF_001886475.1	Bacteria	1917158	4195666	4.001298904
GCF_006965425.1	Bacteria	260554	4196342	4.001943588
GCF_000024725.1	Bacteria	133539	4197212	4.002773285
GCF_001305615.1	Bacteria	1609966	4199593	4.005043983
GCF_009676845.1	Bacteria	2479547	4200299	4.005717278
GCF_000091785.1	Bacteria	450	4201139	4.006518364
GCF_001999905.1	Bacteria	2213202	4201883	4.007227898
GCF_001481725.1	Bacteria	1736	4202276	4.007602692
GCF_000196795.1	Bacteria	1148157	4204509	4.009732246
GCF_900636035.1	Bacteria	563	4204783	4.009993553
GCF_000877815.1	Bacteria	1574141	4205601	4.010773659
GCF_000014065.1	Bacteria	292414	4205805	4.010968208
GCF_007833215.1	Bacteria	2599297	4206286	4.011426926
GCF_003008595.1	Bacteria	2109915	4206621	4.011746407
GCF_000807225.1	Bacteria	1583100	4207457	4.012543678
GCF_002002925.1	Bacteria	1938607	4207522	4.012605667
GCF_010731835.1	Bacteria	1069220	4207707	4.012782097
GCF_002995515.1	Bacteria	55518	4207769	4.012841225
GCF_013376475.1	Bacteria	2773299	4207872	4.012939453
GCF_002197645.1	Bacteria	2005703	4208342	4.01338768
GCF_011617245.1	Bacteria	2697563	4208822	4.013845444
GCF_010726955.1	Bacteria	1793	4208838	4.013860703
GCF_014621775.1	Bacteria	2770322	4209097	4.014107704
GCF_002407265.1	Bacteria	1758178	4209575	4.01456356
GCF_003444775.1	Bacteria	317577	4209668	4.014652252
GCF_002082565.1	Bacteria	1971364	4210505	4.015450478
GCF_006228385.1	Bacteria	2572577	4211616	4.01651001
GCF_002201875.1	Bacteria	2009331	4213528	4.018333435
GCF_001896025.1	Bacteria	1856406	4214190	4.018964767
GCF_002073975.1	Bacteria	308754	4214797	4.019543648
GCF_009834225.1	Bacteria	2609252	4214988	4.0197258
GCF_002269275.1	Bacteria	2026248	4218430	4.023008347
GCF_003812205.1	Bacteria	2420305	4218879	4.023436546
GCF_012844365.1	Bacteria	2725563	4219288	4.023826599
GCF_009177135.1	Bacteria	1765049	4219586	4.024110794
GCF_000165925.1	Bacteria	1452	4220425	4.024910927
GCF_000299335.2	Bacteria	1306787	4220593	4.025071144
GCF_004005995.1	Bacteria	2499144	4220915	4.025378227
GCF_004322775.1	Bacteria	2508882	4221542	4.025976181
GCF_002934965.1	Bacteria	1758189	4222002	4.026414871
GCF_013466785.1	Bacteria	419476	4222238	4.026639938
GCF_000284515.1	Bacteria	1570	4222349	4.026745796
GCF_004798705.1	Bacteria	2565366	4223178	4.027536392
GCF_006352065.1	Bacteria	2589797	4223848	4.028175354
GCF_001051995.2	Bacteria	1134435	4223967	4.028288841
GCF_008000795.1	Bacteria	582702	4224474	4.028772354
GCF_008727795.1	Bacteria	2614693	4225296	4.029556274
GCF_002407485.1	Bacteria	347534	4226481	4.030686378
GCF_009834925.2	Bacteria	2690837	4227434	4.03159523
GCF_001720485.1	Bacteria	28258	4228680	4.032783508
GCF_000317675.1	Bacteria	379064	4229338	4.033411026
GCF_000317635.1	Bacteria	65093	4231463	4.035437584
GCF_014844055.1	Bacteria	370622	4233567	4.037444115
GCF_007859675.1	Bacteria	2599293	4235998	4.039762497
GCF_005310945.1	Archaea	2238	4237819	4.041499138
GCF_006385135.1	Bacteria	2043170	4241452	4.044963837
GCF_003574965.1	Bacteria	2319843	4241460	4.044971466
GCF_000092645.1	Bacteria	2006	4242413	4.045880318
GCF_014127285.1	Bacteria	2708082	4242516	4.045978546
GCF_003352065.1	Bacteria	1389004	4243238	4.046667099
GCF_003815895.1	Bacteria	254	4244263	4.047644615
GCF_011299595.1	Bacteria	2714939	4244607	4.047972679
GCF_002848445.1	Bacteria	2059875	4245873	4.049180031
GCF_003952865.1	Bacteria	1402	4246460	4.049739838
GCF_900637695.1	Bacteria	1708	4246638	4.049909592
GCF_009931455.1	Bacteria	1055101	4247698	4.050920486
GCF_001633145.1	Bacteria	35806	4249103	4.052260399
GCF_000265405.1	Bacteria	232259	4249111	4.052268028
GCF_001704155.1	Bacteria	216778	4251209	4.054268837
GCF_001746835.1	Bacteria	1838286	4251857	4.054886818
GCF_000212675.2	Bacteria	873	4253111	4.056082726
GCF_004103875.1	Bacteria	2448811	4254667	4.057566643
GCF_000011145.1	Bacteria	86665	4254942	4.057828903
GCF_003288315.1	Bacteria	391613	4256226	4.059053421
GCF_000968195.1	Bacteria	351671	4256352	4.059173584
GCF_009906915.1	Bacteria	2665175	4256542	4.059354782
GCF_001586255.1	Bacteria	1470434	4256986	4.059778214
GCF_013624435.2	Bacteria	2736757	4258942	4.0616436
GCF_003060865.1	Bacteria	2169400	4259466	4.062143326
GCF_001042715.1	Bacteria	84022	4259783	4.062445641
GCF_002218045.2	Bacteria	76258	4260057	4.062706947
GCF_001888185.1	Bacteria	1844006	4260300	4.06293869
GCF_014127485.1	Bacteria	2760089	4260509	4.063138008
GCF_014764365.1	Bacteria	2771361	4260677	4.063298225
GCF_009429125.1	Bacteria	1133546	4260964	4.06357193
GCF_009931115.1	Bacteria	48074	4262008	4.064567566
GCF_003855495.1	Bacteria	173366	4262539	4.065073967
GCF_000970045.1	Archaea	1434100	4264168	4.066627502
GCF_014250415.1	Bacteria	2762328	4265565	4.067959785
GCF_000202835.1	Bacteria	62140	4268154	4.070428848
GCF_002022125.1	Bacteria	1756150	4269502	4.071714401
GCF_004355225.1	Bacteria	2547394	4270010	4.072198868
GCF_900217235.1	Bacteria	57320	4270890	4.073038101
GCF_007362135.1	Bacteria	1710	4272646	4.074712753
GCF_013127315.1	Bacteria	2731680	4273602	4.075624466
GCF_004358445.1	Bacteria	2547970	4275042	4.076997757
GCF_002953155.1	Bacteria	1866325	4275778	4.077699661
GCF_010731755.1	Bacteria	1118379	4276909	4.078778267
GCF_003076475.1	Bacteria	1678728	4276936	4.078804016
GCF_009796785.1	Bacteria	2686361	4276974	4.078840256
GCF_000827835.1	Archaea	1592728	4278288	4.080093384
GCF_000230695.2	Bacteria	666685	4278381	4.080182076
GCF_000027225.1	Bacteria	40576	4278387	4.080187798
GCF_010669185.1	Bacteria	2706126	4279214	4.080976486
GCF_014672695.1	Bacteria	111831	4279796	4.081531525
GCF_001641285.1	Bacteria	445710	4280077	4.081799507
GCF_003058465.1	Bacteria	2163011	4280097	4.081818581
GCF_009301415.1	Bacteria	135740	4281501	4.083157539
GCF_004135365.1	Bacteria	2509456	4281753	4.083397865
GCF_009617955.1	Bacteria	2661553	4282904	4.084495544
GCF_001629705.1	Bacteria	1221500	4283636	4.085193634
GCF_000013325.1	Bacteria	48935	4286477	4.087903023
GCF_004328555.1	Bacteria	195105	4286691	4.088107109
GCF_014042035.1	Bacteria	1925021	4288768	4.090087891
GCF_000340435.2	Bacteria	29311	4288799	4.090117455
GCF_010983895.1	Bacteria	2016596	4289666	4.09094429
GCF_001940525.2	Bacteria	1915078	4291503	4.09269619
GCF_009363255.1	Bacteria	2588299	4293137	4.094254494
GCF_002080435.1	Bacteria	76947	4294234	4.095300674
GCF_000015045.1	Bacteria	29543	4294352	4.095413208
GCF_000955665.1	Bacteria	172045	4295620	4.096622467
GCF_005234135.1	Bacteria	2500533	4300384	4.101165771
GCF_000005825.2	Bacteria	79885	4302573	4.103253365
GCF_014109805.1	Bacteria	2746060	4303101	4.103756905
GCF_002007645.1	Bacteria	1936003	4304179	4.104784966
GCF_011398925.1	Bacteria	2709784	4304885	4.10545826
GCF_001620025.1	Bacteria	1653478	4304888	4.105461121
GCF_011617705.1	Bacteria	2697565	4306412	4.10691452
GCF_000024925.1	Bacteria	60920	4306643	4.107134819
GCF_014681765.1	Bacteria	564137	4306692	4.107181549
GCF_014274685.1	Bacteria	2763071	4307863	4.108298302
GCF_001999945.1	Bacteria	260552	4308893	4.109280586
GCF_003100395.1	Bacteria	1296669	4309681	4.110032082
GCF_004851605.1	Bacteria	2259620	4311906	4.112154007
GCF_013402875.1	Archaea	2743089	4312126	4.112363815
GCF_902502895.1	Bacteria	1435607	4313142	4.113332748
GCF_001658005.1	Bacteria	1855519	4315254	4.115346909
GCF_002849835.1	Bacteria	302167	4316894	4.116910934
GCF_009363275.1	Bacteria	2587869	4317388	4.11738205
GCF_007197755.1	Bacteria	2594003	4318004	4.117969513
GCF_009363555.1	Bacteria	2587855	4318186	4.118143082
GCF_001955715.1	Bacteria	1484693	4318253	4.118206978
GCF_011420305.2	Bacteria	2685869	4318301	4.118252754
GCF_001305575.3	Bacteria	288004	4318716	4.118648529
GCF_002105775.1	Bacteria	1980001	4318938	4.118860245
GCF_009756665.1	Bacteria	1510150	4320063	4.119933128
GCF_900183985.1	Bacteria	48664	4321685	4.121479988
GCF_000263215.1	Bacteria	28141	4322091	4.12186718
GCF_002953935.1	Bacteria	2079227	4323681	4.123383522
GCF_001913155.1	Bacteria	1836467	4324610	4.124269485
GCF_000011805.1	Bacteria	668	4327346	4.126878738
GCF_002221505.1	Bacteria	28109	4328488	4.127967834
GCF_902502775.1	Bacteria	136098	4328974	4.12843132
GCF_004295665.1	Bacteria	718192	4329247	4.128691673
GCF_003006155.1	Bacteria	1771309	4329768	4.129188538
GCF_013401515.1	Archaea	2743090	4331715	4.131045341
GCF_009557055.1	Bacteria	2662361	4332337	4.131638527
GCF_000148645.1	Bacteria	44012	4332709	4.131993294
GCF_008275125.1	Bacteria	2605945	4333341	4.132596016
GCF_002850535.1	Bacteria	659243	4334393	4.133599281
GCF_004101865.1	Bacteria	45668	4334456	4.133659363
GCF_015218165.1	Bacteria	2006115	4334612	4.133808136
GCF_002803925.1	Bacteria	654	4336900	4.135990143
GCF_002736105.1	Bacteria	2048654	4337020	4.136104584
GCF_004795835.1	Bacteria	2565555	4337576	4.136634827
GCF_001984035.1	Bacteria	1357916	4338645	4.137654305
GCF_900475855.1	Bacteria	333962	4339661	4.138623238
GCF_003575005.1	Bacteria	628	4342584	4.141410828
GCF_012271835.1	Bacteria	1522	4343412	4.14220047
GCF_000023445.1	Bacteria	880	4343535	4.142317772
GCF_000010085.1	Bacteria	63612	4346482	4.14512825
GCF_002356235.1	Bacteria	38293	4347223	4.145834923
GCF_902813185.1	Bacteria	311182	4347227	4.145838737
GCF_002237535.1	Bacteria	1249553	4347477	4.146077156
GCF_003353065.1	Bacteria	1457365	4348021	4.146595955
GCF_006517115.1	Bacteria	314275	4348753	4.147294044
GCF_002157855.1	Bacteria	79883	4349737	4.14823246
GCF_000737305.2	Bacteria	79880	4350182	4.148656845
GCF_011082085.1	Bacteria	2589818	4351625	4.150032997
GCF_009363495.1	Bacteria	2587858	4351857	4.15025425
GCF_011299555.1	Bacteria	2714926	4352151	4.15053463
GCF_005937795.2	Bacteria	2582827	4353730	4.152040482
GCF_000305785.2	Bacteria	447471	4354047	4.152342796
GCF_003441595.1	Bacteria	2304594	4354282	4.15256691
GCF_000981785.2	Bacteria	1126	4355109	4.153355598
GCF_000022265.1	Bacteria	1203471	4358364	4.156459808
GCF_001558855.2	Bacteria	588	4358996	4.157062531
GCF_009938165.1	Bacteria	2572923	4359158	4.157217026
