Assembly_accession	superkingdom	genomic_size	Tools
GCF_000348665.1	Bacteria	3.294137001	mOTUs2
GCF_001644015.1	Bacteria	4.559250832	mOTUs2
GCF_000218485.1	Bacteria	3.950382233	mOTUs2
GCF_000192475.1	Bacteria	4.338365555	mOTUs2
GCF_000212355.1	Bacteria	3.273410797	mOTUs2
GCF_000741695.1	Bacteria	2.752099037	mOTUs2
GCF_000341045.1	Bacteria	6.884358406	mOTUs2
GCF_000743705.1	Bacteria	4.167896271	mOTUs2
GCF_000403785.1	Bacteria	3.5251894	mOTUs2
GCF_000737185.1	Bacteria	2.337873459	mOTUs2
GCF_900111105.1	Bacteria	3.183808327	mOTUs2
GCF_900111925.1	Bacteria	3.829146385	mOTUs2
GCF_001440035.1	Bacteria	8.843068123	mOTUs2
GCF_001623255.1	Bacteria	4.965510368	mOTUs2
GCF_000755385.1	Bacteria	5.532680511	mOTUs2
GCF_000527175.1	Bacteria	4.190583229	mOTUs2
GCF_900103545.1	Bacteria	4.138180733	mOTUs2
GCF_003001835.1	Bacteria	3.020814896	mOTUs2
GCF_000192745.1	Bacteria	4.556742668	mOTUs2
GCF_001457025.1	Bacteria	4.082476616	mOTUs2
GCF_001456945.1	Bacteria	3.420990944	mOTUs2
GCF_001456955.1	Bacteria	3.541744232	mOTUs2
GCF_002077135.1	Bacteria	3.627008438	mOTUs2
GCF_001438805.1	Bacteria	2.612945557	mOTUs2
GCF_000340795.1	Bacteria	0.80453968	mOTUs2
GCF_000340905.1	Bacteria	0.7939291	mOTUs2
GCF_000340865.1	Bacteria	0.782377243	mOTUs2
GCF_900115155.1	Bacteria	3.191218376	mOTUs2
GCF_004402405.1	Bacteria	3.627570152	mOTUs2
GCF_900100925.1	Bacteria	4.521317482	mOTUs2
GCF_900129875.1	Bacteria	4.050684929	mOTUs2
GCF_001680875.1	Bacteria	3.96764946	mOTUs2
GCF_001456025.1	Bacteria	12.27802849	mOTUs2
GCF_000158915.1	Bacteria	10.65073204	mOTUs2
GCF_000219565.1	Bacteria	3.952835083	mOTUs2
GCF_000349205.1	Bacteria	2.556578636	mOTUs2
GCF_000315545.1	Bacteria	1.996562004	mOTUs2
GCF_000314795.2	Bacteria	2.15472126	mOTUs2
GCF_000473225.1	Bacteria	4.779090881	mOTUs2
GCF_001652585.1	Bacteria	2.052956581	mOTUs2
GCF_001029295.1	Bacteria	5.129746437	mOTUs2
GCF_000764165.1	Bacteria	4.229017258	mOTUs2
GCF_000213615.1	Bacteria	3.125832558	mOTUs2
GCF_900115905.1	Bacteria	3.327442169	mOTUs2
GCF_000195085.1	Bacteria	1.240591049	mOTUs2
GCF_000204155.1	Bacteria	6.500781059	mOTUs2
GCF_900099905.1	Bacteria	6.581221581	mOTUs2
GCF_001854765.1	Bacteria	4.616634369	mOTUs2
GCF_001012815.1	Bacteria	4.659389496	mOTUs2
GCF_000724625.1	Bacteria	5.051830292	mOTUs2
GCF_900094925.1	Bacteria	4.677807808	mOTUs2
GCF_900115165.1	Bacteria	4.14244175	mOTUs2
GCF_007992395.1	Bacteria	4.07037735	mOTUs2
GCF_007992415.1	Bacteria	4.348245621	mOTUs2
GCF_000525955.1	Bacteria	3.264760971	mOTUs2
GCF_000953715.1	Bacteria	1.982534409	mOTUs2
GCF_900106975.1	Bacteria	4.530367851	mOTUs2
GCF_000209655.1	Bacteria	3.789888382	mOTUs2
GCF_001050475.1	Bacteria	2.501505852	mOTUs2
GCF_001719065.1	Bacteria	1.975605011	mOTUs2
GCF_000285795.1	Bacteria	2.610433578	mOTUs2
GCF_000264605.1	Bacteria	3.32760334	mOTUs2
GCF_000264645.1	Bacteria	4.801088333	mOTUs2
GCF_001457035.1	Bacteria	4.346968651	mOTUs2
GCF_000966185.1	Bacteria	3.712489128	mOTUs2
GCF_900143085.1	Bacteria	3.845960617	mOTUs2
GCF_000722565.1	Bacteria	5.411602974	mOTUs2
GCF_900168255.1	Bacteria	3.195368767	mOTUs2
GCF_000829415.1	Bacteria	6.114567757	mOTUs2
GCF_000214135.1	Bacteria	3.775440216	mOTUs2
GCF_000214335.1	Bacteria	3.939464569	mOTUs2
GCF_001049855.1	Bacteria	7.945374489	mOTUs2
GCF_000172555.1	Bacteria	7.167550087	mOTUs2
GCF_000213935.1	Bacteria	3.005582809	mOTUs2
GCF_000285535.1	Bacteria	4.50351429	mOTUs2
GCF_000285835.1	Bacteria	3.310803413	mOTUs2
GCF_000285555.1	Bacteria	3.124656677	mOTUs2
GCF_000285595.1	Bacteria	2.887905121	mOTUs2
GCF_001006805.1	Bacteria	8.86055088	mOTUs2
GCF_001717765.1	Bacteria	4.102370262	mOTUs2
GCF_000021985.1	Bacteria	3.345423698	mOTUs2
GCF_000313565.1	Bacteria	3.498139381	mOTUs2
GCF_000374185.1	Bacteria	6.601108551	mOTUs2
GCF_000756695.1	Bacteria	4.23664093	mOTUs2
GCF_000949865.1	Bacteria	5.1518116	mOTUs2
GCF_000372005.1	Bacteria	6.114714622	mOTUs2
GCF_900116645.1	Bacteria	8.206324577	mOTUs2
GCF_900110855.1	Bacteria	4.626075745	mOTUs2
GCF_000218785.1	Bacteria	2.50460434	mOTUs2
GCF_900109525.1	Bacteria	5.919539452	mOTUs2
GCF_900102525.1	Bacteria	5.099128723	mOTUs2
GCF_900168155.1	Bacteria	3.784903526	mOTUs2
GCF_900109375.1	Bacteria	5.128552437	mOTUs2
GCF_001687605.2	Bacteria	3.149665833	mOTUs2
GCF_000473045.1	Bacteria	8.494072914	mOTUs2
GCF_000427725.1	Bacteria	6.85964489	mOTUs2
GCF_000513935.1	Bacteria	6.078330994	mOTUs2
GCF_000472385.1	Bacteria	8.33168602	mOTUs2
GCF_000513895.1	Bacteria	6.082065582	mOTUs2
GCF_000283555.1	Bacteria	1.46348381	mOTUs2
GCF_000270305.1	Bacteria	2.738228798	mOTUs2
GCF_000220525.1	Bacteria	3.275051117	mOTUs2
GCF_000759715.1	Bacteria	2.869572639	mOTUs2
GCF_000224415.1	Bacteria	3.352910995	mOTUs2
GCF_900113275.1	Bacteria	4.2999897	mOTUs2
GCF_900099975.1	Bacteria	3.922259331	mOTUs2
GCF_900101465.1	Bacteria	5.115818024	mOTUs2
GCF_900112695.1	Bacteria	6.393553734	mOTUs2
GCF_000299575.1	Bacteria	2.803908348	mOTUs2
GCF_001905345.1	Bacteria	8.579356194	mOTUs2
GCF_900106775.1	Bacteria	3.220783234	mOTUs2
GCF_001748365.1	Bacteria	4.939177513	mOTUs2
GCF_000219175.1	Bacteria	0.519835472	mOTUs2
GCF_000714815.1	Bacteria	5.249166489	mOTUs2
GCF_002237805.1	Bacteria	2.782997131	mOTUs2
GCF_001021025.1	Bacteria	2.599529266	mOTUs2
GCF_000144085.1	Bacteria	2.555295944	mOTUs2
GCF_900103975.1	Bacteria	4.596323013	mOTUs2
GCF_000245075.1	Bacteria	5.025468826	mOTUs2
GCF_900142625.1	Bacteria	3.947003365	mOTUs2
GCF_000754225.1	Bacteria	3.837522507	mOTUs2
GCF_000093025.1	Bacteria	2.954655647	mOTUs2
GCF_900112295.1	Bacteria	4.330454826	mOTUs2
GCF_000331515.1	Bacteria	5.353939056	mOTUs2
GCF_000813705.1	Bacteria	2.383583069	mOTUs2
GCF_000526215.1	Bacteria	8.486071587	mOTUs2
GCF_000378985.1	Bacteria	6.712579727	mOTUs2
GCF_001722415.1	Bacteria	3.754642487	mOTUs2
GCF_000252625.1	Bacteria	2.768396378	mOTUs2
GCF_000812965.1	Bacteria	6.146420479	mOTUs2
GCF_900048035.1	Bacteria	0.905881882	mOTUs2
GCF_900129495.1	Bacteria	4.578759193	mOTUs2
GCF_000966195.1	Bacteria	4.540175438	mOTUs2
GCF_000815295.1	Bacteria	3.748164177	mOTUs2
GCF_000698555.1	Bacteria	6.487808228	mOTUs2
GCF_900101995.1	Bacteria	2.067168236	mOTUs2
GCF_001021065.1	Bacteria	2.336267471	mOTUs2
GCF_900129445.1	Bacteria	3.834376335	mOTUs2
GCF_004366575.1	Bacteria	4.638202667	mOTUs2
GCF_900102925.1	Bacteria	3.614937782	mOTUs2
GCF_000744735.1	Bacteria	2.389651299	mOTUs2
GCF_900109585.1	Bacteria	2.301239014	mOTUs2
GCF_000831645.3	Bacteria	2.694617271	mOTUs2
GCF_001751245.1	Bacteria	6.109420776	mOTUs2
GCF_900100765.1	Bacteria	6.866687775	mOTUs2
GCF_000344615.1	Bacteria	6.050305367	mOTUs2
GCF_000427505.1	Bacteria	3.871776581	mOTUs2
GCF_000801085.1	Bacteria	5.502736092	mOTUs2
GCF_000759475.1	Bacteria	4.178777695	mOTUs2
GCF_002095485.1	Bacteria	4.506894112	mOTUs2
GCF_000828615.1	Bacteria	3.045332909	mOTUs2
GCF_000613285.1	Bacteria	2.95003891	mOTUs2
GCF_000613865.1	Bacteria	3.06754303	mOTUs2
GCF_000613905.1	Bacteria	3.59270668	mOTUs2
GCF_003703475.1	Bacteria	2.727832794	mOTUs2
GCF_900113085.1	Bacteria	2.641908646	mOTUs2
GCF_001730295.1	Bacteria	3.031980515	mOTUs2
GCF_900156415.1	Bacteria	4.321699142	mOTUs2
GCF_001202015.1	Bacteria	3.761701584	mOTUs2
GCF_000411295.1	Bacteria	3.401580811	mOTUs2
GCF_000411315.1	Bacteria	9.039942741	mOTUs2
GCF_000224715.1	Bacteria	3.324942589	mOTUs2
GCF_000238795.1	Bacteria	2.07763195	mOTUs2
GCF_000312665.1	Bacteria	6.240136147	mOTUs2
GCF_900115665.1	Bacteria	5.959457397	mOTUs2
GCF_000231305.1	Bacteria	3.260005951	mOTUs2
GCF_001548395.1	Bacteria	5.291769981	mOTUs2
GCF_001431045.1	Bacteria	2.225584984	mOTUs2
GCF_001401755.1	Bacteria	5.322565079	mOTUs2
GCF_001707825.1	Bacteria	5.121819496	mOTUs2
GCF_000257665.1	Bacteria	1.313634872	mOTUs2
GCF_900100655.1	Bacteria	2.93696022	mOTUs2
GCF_002111585.1	Bacteria	3.664072037	mOTUs2
GCF_002111595.1	Bacteria	3.753984451	mOTUs2
GCF_900156815.1	Bacteria	4.028569221	mOTUs2
GCF_000647975.1	Bacteria	3.589442253	mOTUs2
GCF_000255455.1	Bacteria	4.117767334	mOTUs2
GCF_002093975.1	Bacteria	7.948835373	mOTUs2
GCF_900129745.1	Bacteria	2.930675507	mOTUs2
GCF_000365285.1	Bacteria	4.76568222	mOTUs2
GCF_001046645.1	Bacteria	4.497495651	mOTUs2
GCF_900104535.1	Bacteria	4.841566086	mOTUs2
GCF_002072815.1	Bacteria	4.571144104	mOTUs2
GCF_000278115.1	Bacteria	2.075688362	mOTUs2
GCF_000975035.1	Bacteria	2.459582329	mOTUs2
GCF_000975055.1	Bacteria	2.377290726	mOTUs2
GCF_000259505.1	Bacteria	1.798865318	mOTUs2
GCF_000473955.1	Bacteria	3.301562309	mOTUs2
GCF_001269405.1	Bacteria	4.612070084	mOTUs2
GCF_001269345.1	Bacteria	2.868330002	mOTUs2
GCF_001269365.1	Bacteria	2.76156044	mOTUs2
GCF_000293865.2	Bacteria	3.295736313	mOTUs2
GCF_000292865.1	Bacteria	2.94019413	mOTUs2
GCF_000517125.1	Bacteria	4.667929649	mOTUs2
GCF_000384475.1	Bacteria	4.300364494	mOTUs2
GCF_000519085.1	Bacteria	4.811337471	mOTUs2
GCF_000372825.1	Bacteria	4.504536629	mOTUs2
GCF_001675355.1	Bacteria	2.653061867	mOTUs2
GCF_001006965.1	Bacteria	1.115105629	mOTUs2
GCF_000282935.1	Bacteria	2.201405525	mOTUs2
GCF_000740785.1	Bacteria	3.333155632	mOTUs2
GCF_000971335.1	Bacteria	4.811441422	mOTUs2
GCF_002102265.1	Bacteria	4.652555466	mOTUs2
GCF_001049335.1	Bacteria	5.166069984	mOTUs2
GCF_001078375.1	Bacteria	2.091328621	mOTUs2
GCF_000236585.1	Bacteria	2.185734749	mOTUs2
GCF_000478985.1	Bacteria	1.865473747	mOTUs2
GCF_000468855.1	Bacteria	1.741352081	mOTUs2
GCF_000478965.1	Bacteria	2.143416405	mOTUs2
GCF_000247495.1	Bacteria	3.393795013	mOTUs2
GCF_000241485.1	Bacteria	4.635177612	mOTUs2
GCF_000247645.1	Bacteria	3.002851486	mOTUs2
GCF_000515275.1	Bacteria	2.928743362	mOTUs2
GCF_001686925.1	Bacteria	5.70610714	mOTUs2
GCF_900113695.1	Bacteria	5.825701714	mOTUs2
GCF_001029245.1	Bacteria	1.120630264	mOTUs2
GCF_000372965.1	Bacteria	5.902212143	mOTUs2
GCF_001519075.1	Bacteria	3.83259964	mOTUs2
GCF_900143745.1	Bacteria	5.526712418	mOTUs2
GCF_000311785.1	Bacteria	4.889269829	mOTUs2
GCF_000311925.1	Bacteria	3.055114746	mOTUs2
GCF_000236625.2	Bacteria	3.497511864	mOTUs2
GCF_900141665.1	Bacteria	2.155313492	mOTUs2
GCF_002086405.1	Bacteria	4.051118851	mOTUs2
GCF_000374245.1	Bacteria	4.156808853	mOTUs2
GCF_000298315.2	Bacteria	6.907112122	mOTUs2
GCF_001625365.1	Bacteria	8.917221069	mOTUs2
GCF_001202035.1	Bacteria	3.758652687	mOTUs2
GCF_001014615.2	Bacteria	5.838973045	mOTUs2
GCF_001005825.1	Bacteria	5.680808067	mOTUs2
GCF_000756385.1	Bacteria	4.071620941	mOTUs2
GCF_000752215.1	Bacteria	3.610173225	mOTUs2
GCF_000526315.1	Bacteria	4.23216629	mOTUs2
GCF_000382405.1	Bacteria	4.382956505	mOTUs2
GCF_000374305.1	Bacteria	5.957787514	mOTUs2
GCF_900107215.1	Bacteria	1.901786804	mOTUs2
GCF_900129925.1	Bacteria	1.954954147	mOTUs2
GCF_900176275.1	Bacteria	4.473413467	mOTUs2
GCF_000374345.1	Bacteria	3.21486187	mOTUs2
GCF_000429865.1	Bacteria	3.588180542	mOTUs2
GCF_000428145.1	Bacteria	3.841348648	mOTUs2
GCF_900142075.1	Bacteria	4.117572784	mOTUs2
GCF_000372245.1	Bacteria	2.56111145	mOTUs2
GCF_000380485.1	Bacteria	4.086139679	mOTUs2
GCF_000686045.1	Bacteria	3.644194603	mOTUs2
GCF_000420625.1	Bacteria	3.565732002	mOTUs2
GCF_000377665.1	Bacteria	3.920782089	mOTUs2
GCF_000378345.1	Bacteria	3.236929893	mOTUs2
GCF_900106595.1	Bacteria	2.80975914	mOTUs2
GCF_900112235.1	Bacteria	2.978507996	mOTUs2
GCF_000425145.1	Bacteria	3.889570236	mOTUs2
GCF_000422945.1	Bacteria	3.328228951	mOTUs2
GCF_000420665.1	Bacteria	3.284021378	mOTUs2
GCF_000600335.2	Bacteria	4.763996124	mOTUs2
GCF_900106765.1	Bacteria	2.902747154	mOTUs2
GCF_000478585.1	Bacteria	2.632025719	mOTUs2
GCF_900114675.1	Bacteria	3.209753036	mOTUs2
GCF_002115805.1	Bacteria	4.171551704	mOTUs2
GCF_001882345.1	Bacteria	4.012753487	mOTUs2
GCF_001570745.1	Bacteria	2.697935104	mOTUs2
GCF_900129405.1	Bacteria	2.981578827	mOTUs2
GCF_000014865.1	Bacteria	4.55725956	mOTUs2
GCF_003815695.1	Bacteria	5.271339417	mOTUs2
GCF_000260795.1	Bacteria	2.939012527	mOTUs2
GCF_900113805.1	Bacteria	2.918122292	mOTUs2
GCF_000466965.1	Bacteria	3.777481079	mOTUs2
GCF_000466985.1	Bacteria	2.88680172	mOTUs2
GCF_000702305.1	Bacteria	4.477775574	mOTUs2
GCF_000617845.2	Bacteria	7.580587387	mOTUs2
GCF_000961095.1	Bacteria	5.552213669	mOTUs2
GCF_000526415.1	Bacteria	4.321732521	mOTUs2
GCF_000380225.1	Bacteria	5.438558578	mOTUs2
GCF_000314995.1	Bacteria	5.764910698	mOTUs2
GCF_007992475.1	Bacteria	3.875629425	mOTUs2
GCF_000691805.2	Bacteria	2.060782433	mOTUs2
GCF_900109085.1	Bacteria	2.114945412	mOTUs2
GCF_001730315.1	Bacteria	3.357046127	mOTUs2
GCF_000190435.1	Bacteria	3.202424049	mOTUs2
GCF_000236685.1	Bacteria	3.467374802	mOTUs2
GCF_000744835.1	Bacteria	3.660322189	mOTUs2
GCF_000482545.1	Bacteria	4.500231743	mOTUs2
GCF_000292525.1	Bacteria	6.690847397	mOTUs2
GCF_000517545.1	Bacteria	5.188962936	mOTUs2
GCF_000379365.1	Bacteria	2.677400589	mOTUs2
GCF_000279145.1	Bacteria	3.186917305	mOTUs2
GCF_001306115.1	Bacteria	4.19307518	mOTUs2
GCF_000334155.1	Bacteria	3.740953445	mOTUs2
GCF_001051995.2	Bacteria	4.028288841	mOTUs2
GCF_000263355.1	Bacteria	4.685528755	mOTUs2
GCF_000240325.1	Bacteria	5.768640518	mOTUs2
GCF_900115715.1	Bacteria	4.452850342	mOTUs2
GCF_000828075.2	Bacteria	9.148468971	mOTUs2
GCF_900105315.1	Bacteria	3.884757042	mOTUs2
GCF_001305675.1	Bacteria	4.276421547	mOTUs2
GCF_001904675.1	Bacteria	9.251029015	mOTUs2
GCF_001904745.1	Bacteria	9.668291092	mOTUs2
GCF_000515115.1	Bacteria	4.526366234	mOTUs2
GCF_000514715.1	Bacteria	7.868459702	mOTUs2
GCF_000708045.1	Bacteria	3.758311272	mOTUs2
GCF_000348685.1	Bacteria	2.95481205	mOTUs2
GCF_001418205.1	Bacteria	4.048571587	mOTUs2
GCF_000306335.1	Bacteria	4.026521683	mOTUs2
GCF_000722635.1	Bacteria	6.127231598	mOTUs2
GCF_000246895.1	Bacteria	3.851409912	mOTUs2
GCF_900103785.1	Bacteria	5.030867577	mOTUs2
GCF_900107105.1	Bacteria	5.287653923	mOTUs2
GCF_900094625.1	Bacteria	6.337033272	mOTUs2
GCF_001662055.1	Bacteria	6.391057968	mOTUs2
GCF_000785105.2	Bacteria	2.023826599	mOTUs2
GCF_900103755.1	Bacteria	3.289043427	mOTUs2
GCF_001310275.1	Bacteria	6.962742805	mOTUs2
GCF_000811985.1	Bacteria	9.031852722	mOTUs2
GCF_001941825.1	Bacteria	7.264411926	mOTUs2
GCF_000281975.1	Bacteria	5.435673714	mOTUs2
GCF_000281715.1	Bacteria	4.333707809	mOTUs2
GCF_000282095.2	Bacteria	6.808154106	mOTUs2
GCF_000282035.1	Bacteria	5.942063332	mOTUs2
GCF_000282055.1	Bacteria	4.936678886	mOTUs2
GCF_000282135.1	Bacteria	5.4135952	mOTUs2
GCF_000282575.1	Bacteria	4.952525139	mOTUs2
GCF_000282595.1	Bacteria	4.829106331	mOTUs2
GCF_002087335.1	Bacteria	4.670598984	mOTUs2
GCF_002087295.1	Bacteria	3.532580376	mOTUs2
GCF_003253475.1	Bacteria	6.277067184	mOTUs2
GCF_001708405.1	Bacteria	2.410333633	mOTUs2
GCF_900114005.1	Bacteria	3.404693604	mOTUs2
GCF_000600105.1	Bacteria	4.502463341	mOTUs2
GCF_900167605.1	Bacteria	3.029471397	mOTUs2
GCF_000190475.1	Bacteria	3.718524933	mOTUs2
GCF_000236785.1	Bacteria	5.954408646	mOTUs2
GCF_000196795.1	Bacteria	4.009732246	mOTUs2
GCF_003122265.1	Bacteria	5.751718521	mOTUs2
GCF_000171235.2	Bacteria	5.499647141	mOTUs2
GCF_000262065.2	Bacteria	6.468943596	mOTUs2
GCF_900114085.1	Bacteria	3.034787178	mOTUs2
GCF_000299035.1	Bacteria	5.294942856	mOTUs2
GCF_001404555.1	Bacteria	3.674070358	mOTUs2
GCF_900119185.1	Bacteria	4.858458519	mOTUs2
GCF_001880285.1	Bacteria	2.968504906	mOTUs2
GCF_000689175.1	Bacteria	1.006952286	mOTUs2
GCF_000312385.1	Bacteria	4.348724365	mOTUs2
GCF_000380605.1	Bacteria	3.933769226	mOTUs2
GCF_900129035.1	Bacteria	2.451422691	mOTUs2
GCF_000373625.1	Bacteria	6.616492271	mOTUs2
GCF_000373585.1	Bacteria	8.312072754	mOTUs2
GCF_000211815.1	Bacteria	8.198497772	mOTUs2
GCF_001687335.1	Bacteria	2.440019608	mOTUs2
GCF_000373565.1	Bacteria	8.851867676	mOTUs2
GCF_002796795.1	Bacteria	3.954330444	mOTUs2
GCF_000714935.1	Bacteria	4.71711731	mOTUs2
GCF_000373645.1	Bacteria	7.683443069	mOTUs2
GCF_000373665.1	Bacteria	8.35545826	mOTUs2
GCF_000373905.1	Bacteria	4.451463699	mOTUs2
GCF_002006755.1	Bacteria	2.448673248	mOTUs2
GCF_000374865.1	Bacteria	4.303860664	mOTUs2
GCF_000381825.1	Bacteria	2.569797516	mOTUs2
GCF_000377905.1	Bacteria	2.935008049	mOTUs2
GCF_000377645.1	Bacteria	4.066971779	mOTUs2
GCF_000733775.1	Bacteria	4.238119125	mOTUs2
GCF_000381565.1	Bacteria	6.787117958	mOTUs2
GCF_000711235.1	Bacteria	4.152223587	mOTUs2
GCF_000421485.1	Bacteria	1.597143173	mOTUs2
GCF_000703045.1	Bacteria	1.766553879	mOTUs2
GCF_000703085.1	Bacteria	2.0037117	mOTUs2
GCF_000300455.3	Bacteria	4.733437538	mOTUs2
GCF_000377345.1	Bacteria	2.663324356	mOTUs2
GCF_900108395.1	Bacteria	2.883898735	mOTUs2
GCF_900104245.1	Bacteria	2.133096695	mOTUs2
GCF_000382185.1	Bacteria	3.93953228	mOTUs2
GCF_002127665.1	Bacteria	1.771381378	mOTUs2
GCF_000381925.1	Bacteria	8.829030037	mOTUs2
GCF_000723465.1	Bacteria	2.866504669	mOTUs2
GCF_000412185.1	Bacteria	3.212539673	mOTUs2
GCF_000210095.1	Bacteria	2.48474884	mOTUs2
GCF_900177545.1	Bacteria	3.482546806	mOTUs2
GCF_001559795.1	Bacteria	1.429601669	mOTUs2
GCF_000259195.1	Bacteria	5.45753479	mOTUs2
GCF_000384335.2	Bacteria	3.967243195	mOTUs2
GCF_000296695.1	Bacteria	3.854351044	mOTUs2
GCF_000319285.1	Bacteria	4.338071823	mOTUs2
GCF_900112225.1	Bacteria	5.394076347	mOTUs2
GCF_000350105.1	Bacteria	3.13906765	mOTUs2
GCF_000260835.1	Bacteria	2.98436451	mOTUs2
GCF_000513555.1	Bacteria	3.487707138	mOTUs2
GCF_900103325.1	Bacteria	6.831852913	mOTUs2
GCF_000296775.1	Bacteria	2.053478241	mOTUs2
GCF_900104035.1	Bacteria	4.435302734	mOTUs2
GCF_900113065.1	Bacteria	4.560040474	mOTUs2
GCF_900113315.1	Bacteria	3.921361923	mOTUs2
GCF_900110035.1	Bacteria	3.717004776	mOTUs2
GCF_000759345.1	Bacteria	3.657235146	mOTUs2
GCF_000258765.1	Bacteria	2.891178131	mOTUs2
GCF_000626635.1	Bacteria	4.955574989	mOTUs2
GCF_900141875.1	Bacteria	4.622694016	mOTUs2
GCF_000259575.1	Bacteria	4.160987854	mOTUs2
GCF_000388175.3	Bacteria	1.371124268	mOTUs2
GCF_000482385.1	Bacteria	5.129241943	mOTUs2
GCF_000377145.1	Bacteria	6.238026619	mOTUs2
GCF_000504185.2	Bacteria	5.088814735	mOTUs2
GCF_000424945.1	Bacteria	9.401649475	mOTUs2
GCF_000383535.1	Bacteria	5.518320084	mOTUs2
GCF_000445475.1	Bacteria	2.225506783	mOTUs2
GCF_000281085.1	Bacteria	4.865509987	mOTUs2
GCF_002111545.1	Bacteria	3.664978981	mOTUs2
GCF_001625325.1	Bacteria	3.544329643	mOTUs2
GCF_000332255.1	Bacteria	4.734829903	mOTUs2
GCF_000517105.1	Bacteria	7.802358627	mOTUs2
GCF_000317045.1	Bacteria	4.520113945	mOTUs2
GCF_000317555.1	Bacteria	5.680660248	mOTUs2
GCF_000317515.1	Bacteria	7.693067551	mOTUs2
GCF_000332335.1	Bacteria	8.299553871	mOTUs2
GCF_000317145.1	Bacteria	6.529342651	mOTUs2
GCF_900110165.1	Bacteria	3.681388855	mOTUs2
GCF_000317085.1	Bacteria	3.460643768	mOTUs2
GCF_000332095.2	Bacteria	5.578480721	mOTUs2
GCF_900109955.1	Bacteria	3.296589851	mOTUs2
GCF_900099765.1	Bacteria	6.516662598	mOTUs2
GCF_000246925.1	Bacteria	1.824703217	mOTUs2
GCF_900116145.1	Bacteria	5.606048584	mOTUs2
GCF_000156095.1	Bacteria	2.846141815	mOTUs2
GCF_001654455.1	Bacteria	5.434191704	mOTUs2
GCF_000092025.1	Bacteria	5.479331017	mOTUs2
GCF_000756665.1	Bacteria	3.993860245	mOTUs2
GCF_000582705.1	Bacteria	3.15831089	mOTUs2
GCF_000182745.2	Bacteria	3.393016815	mOTUs2
GCF_001708935.1	Bacteria	3.084687233	mOTUs2
GCF_900113035.1	Bacteria	5.156661034	mOTUs2
GCF_000470745.1	Bacteria	4.602058411	mOTUs2
GCF_001644605.1	Bacteria	4.840205193	mOTUs2
GCF_001988955.1	Bacteria	5.598275185	mOTUs2
GCF_000731955.1	Bacteria	3.432641029	mOTUs2
GCF_000283015.1	Bacteria	3.272842407	mOTUs2
GCF_000731795.1	Bacteria	1.077430725	mOTUs2
GCF_000327395.1	Bacteria	0.990143776	mOTUs2
GCF_000263855.1	Bacteria	6.100431442	mOTUs2
GCF_900127295.1	Bacteria	2.507738113	mOTUs2
GCF_001644565.1	Bacteria	2.869793892	mOTUs2
GCF_000800395.1	Bacteria	3.410007477	mOTUs2
GCF_000246945.1	Bacteria	3.356320381	mOTUs2
GCF_003931535.1	Bacteria	4.762066841	mOTUs2
GCF_002008225.1	Bacteria	4.822642326	mOTUs2
GCF_001650175.1	Bacteria	7.549931526	mOTUs2
GCF_000147715.2	Bacteria	2.873696327	mOTUs2
GCF_000715505.1	Bacteria	4.044290543	mOTUs2
GCF_001293685.1	Bacteria	5.421916008	mOTUs2
GCF_000262715.1	Bacteria	0.610976219	mOTUs2
GCF_000293785.1	Bacteria	4.686068535	mOTUs2
GCF_001870225.1	Bacteria	2.944437027	mOTUs2
GCF_000974685.2	Bacteria	2.623805046	mOTUs2
GCF_008124525.1	Bacteria	3.173579216	mOTUs2
GCF_000264055.1	Bacteria	3.846279144	mOTUs2
GCF_900143095.1	Bacteria	5.965339661	mOTUs2
GCF_900102745.1	Bacteria	4.642572403	mOTUs2
GCF_001682195.1	Bacteria	7.075703621	mOTUs2
GCF_000331575.1	Bacteria	3.454332352	mOTUs2
GCF_000967825.1	Bacteria	3.991937637	mOTUs2
GCF_000687455.2	Bacteria	5.329238892	mOTUs2
GCF_000829395.1	Bacteria	2.318218231	mOTUs2
GCF_001940455.1	Bacteria	7.200448036	mOTUs2
GCF_001636315.1	Bacteria	5.608092308	mOTUs2
GCF_900129315.1	Bacteria	4.912853241	mOTUs2
GCF_900130035.1	Bacteria	3.131487846	mOTUs2
GCF_001029445.1	Bacteria	4.915052414	mOTUs2
GCF_000600005.1	Bacteria	2.441057205	mOTUs2
GCF_000599985.1	Bacteria	3.031462669	mOTUs2
GCF_000283315.1	Bacteria	6.709888458	mOTUs2
GCF_900103455.1	Bacteria	7.767697334	mOTUs2
GCF_000300695.1	Bacteria	0.597448349	mOTUs2
GCF_000733475.1	Bacteria	2.579206467	mOTUs2
GCF_001701045.1	Bacteria	3.46191597	mOTUs2
GCF_001020565.1	Bacteria	3.911432266	mOTUs2
GCF_900156065.1	Bacteria	6.594159126	mOTUs2
GCF_900104265.1	Bacteria	4.911520958	mOTUs2
GCF_000855665.1	Bacteria	2.774557114	mOTUs2
GCF_000287335.1	Bacteria	1.391633034	mOTUs2
GCF_000622005.1	Bacteria	2.688920021	mOTUs2
GCF_900110975.1	Bacteria	2.272957802	mOTUs2
GCF_900103495.1	Bacteria	2.941018105	mOTUs2
GCF_900100245.1	Bacteria	2.504889488	mOTUs2
GCF_900100595.1	Bacteria	2.960755348	mOTUs2
GCF_000447795.1	Bacteria	3.33379364	mOTUs2
